Street Address,City,State,Country,result_num,osm_id,display_name,category,type,latlong,vertex_index,vertex_part,vertex_part_index,distance,angle
182 TREMONT ST,Somerville,MA,United States,"0","29642888","182, Tremont Street, Boynton Yards, Somerville, Middlesex County, Massachusetts, 02143, United States",building,residential,"42.3746053,-71.09598155511969","0","0","0",0.00000000000000,0.00000000000000
433 MEDFORD ST,Somerville,MA,United States,"0","10127265187","The Mushroom Shoppe, 433, Medford Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",shop,greengrocer,"42.3924951,-71.1004593","0","0","0",0.00000000000000,0.00000000000000
11 DICKSON ST,Somerville,MA,United States,"0","29686112","9;11, Dickson Street, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.40421705,-71.12817304883355","0","0","0",0.00000000000000,0.00000000000000
39 CONWELL AVE,Somerville,MA,United States,"0","29730287","37;39, Conwell Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.407607549999994,-71.12652715346897","0","0","0",0.00000000000000,0.00000000000000
62 BOW ST,Somerville,MA,United States,"0","185856190","62, Bow Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.3814066,-71.0992018","0","0","0",0.00000000000000,0.00000000000000
4 ABERDEEN RD,Somerville,MA,United States,"0","29516139","4, Aberdeen Road, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3915826,-71.11319476355438","0","0","0",0.00000000000000,0.00000000000000
86 PEARL ST,Somerville,MA,United States,"0","29793439","86, Pearl Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.384565800000004,-71.08512878222172","0","0","0",0.00000000000000,0.00000000000000
66 MYRTLE ST,Somerville,MA,United States,"0","29520164","66, Myrtle Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.384093050000004,-71.08380861461256","0","0","0",0.00000000000000,0.00000000000000
12 COTTAGE AVE,Somerville,MA,United States,"0","29821129","12, Cottage Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.393711999999994,-71.12216028422705","0","0","0",0.00000000000000,0.00000000000000
7 JAY ST,Somerville,MA,United States,"0","29826657","7, Jay Street, West Somerville, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.399008,-71.12514345","0","0","0",0.00000000000000,0.00000000000000
114 MORELAND ST,Somerville,MA,United States,"0","29537193","114, Moreland Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3996413,-71.0956660039634","0","0","0",0.00000000000000,0.00000000000000
97 COLLEGE AVE,Somerville,MA,United States,"0","29723215","97, College Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,detached,"42.399225599999994,-71.11882794423963","0","0","0",0.00000000000000,0.00000000000000
7 BOSTON AVE,Somerville,MA,United States,"0","29933972","5;7, Boston Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3948477,-71.11101859843994","0","0","0",0.00000000000000,0.00000000000000
429 MEDFORD ST,Somerville,MA,United States,"0","29685885","429, Medford Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.39238575,-71.10024143947244","0","0","0",0.00000000000000,0.00000000000000
88 ALBION ST,Somerville,MA,United States,"0","31120864","88, Albion Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.39120878566741,-71.10695861245371","0","0","0",0.00000000000000,0.00000000000000
74 HUDSON ST,Somerville,MA,United States,"0","29786860","74, Hudson Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39037825,-71.10678119021651","0","0","0",0.00000000000000,0.00000000000000
179 COLLEGE AVE,Somerville,MA,United States,"0","29708932","179, College Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4033733,-71.11683796816327","0","0","0",0.00000000000000,0.00000000000000
22 MACARTHUR ST,Somerville,MA,United States,"0","29938462","22, MacArthur Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3884879,-71.08836228143232","0","0","0",0.00000000000000,0.00000000000000
172 PEARL ST,Somerville,MA,United States,"0","29825839","172, Pearl Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.386307,-71.09025525","0","0","0",0.00000000000000,0.00000000000000
66 MYRTLE ST,Somerville,MA,United States,"0","29520164","66, Myrtle Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.384093050000004,-71.08380861461256","0","0","0",0.00000000000000,0.00000000000000
571 SOMERVILLE AVE,Somerville,MA,United States,"0","29516332","571;573;575, Somerville Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38379595,-71.10823518458247","0","0","0",0.00000000000000,0.00000000000000
456 MEDFORD ST,Somerville,MA,United States,"0","29533265","456, Medford Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39353215,-71.1016812011006","0","0","0",0.00000000000000,0.00000000000000
28 MORELAND ST,Somerville,MA,United States,"0","29935741","28, Moreland Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39723695,-71.09794515706658","0","0","0",0.00000000000000,0.00000000000000
179 COLLEGE AVE,Somerville,MA,United States,"0","29708932","179, College Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4033733,-71.11683796816327","0","0","0",0.00000000000000,0.00000000000000
78 RAYMOND AVE,Somerville,MA,United States,"0","29820506","78;80, Raymond Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40732,-71.12870996318347","0","0","0",0.00000000000000,0.00000000000000
1 CAMERON AVE,Somerville,MA,United States,"0","29681984","1, Cameron Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02140, United States",building,apartments,"42.401087950000004,-71.12644215099098","0","0","0",0.00000000000000,0.00000000000000
13 KENSINGTON AVE,Somerville,MA,United States,"0","29932080","13;15, Kensington Avenue, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.389828449999996,-71.0867108988908","0","0","0",0.00000000000000,0.00000000000000
46 CENTRAL ST,Somerville,MA,United States,"0","29532257","46, Central Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3864358,-71.10512879999999","0","0","0",0.00000000000000,0.00000000000000
46 CENTRAL ST,Somerville,MA,United States,"0","29532257","46, Central Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3864358,-71.10512879999999","0","0","0",0.00000000000000,0.00000000000000
97 COLLEGE AVE,Somerville,MA,United States,"0","29723215","97, College Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,detached,"42.399225599999994,-71.11882794423963","0","0","0",0.00000000000000,0.00000000000000
203 HIGHLAND AVE,Somerville,MA,United States,"0","29723998","203, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,detached,"42.389947500000005,-71.10683605","0","0","0",0.00000000000000,0.00000000000000
429 MEDFORD ST,Somerville,MA,United States,"0","29685885","429, Medford Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.39238575,-71.10024143947244","0","0","0",0.00000000000000,0.00000000000000
3 OAKLAND AVE,Somerville,MA,United States,"0","29642258","3, Oakland Avenue, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,detached,"42.391695799999994,-71.09395998390909","0","0","0",0.00000000000000,0.00000000000000
11 DICKSON ST,Somerville,MA,United States,"0","29686112","9;11, Dickson Street, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.40421705,-71.12817304883355","0","0","0",0.00000000000000,0.00000000000000
16 PORTER ST,Somerville,MA,United States,"0","29683513","16, Porter Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.38695715,-71.1134104998237","0","0","0",0.00000000000000,0.00000000000000
97 COLLEGE AVE,Somerville,MA,United States,"0","29723215","97, College Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,detached,"42.399225599999994,-71.11882794423963","0","0","0",0.00000000000000,0.00000000000000
127 CENTRAL ST,Somerville,MA,United States,"0","29516740","127, Central Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3915766,-71.10093133317503","0","0","0",0.00000000000000,0.00000000000000
429 MEDFORD ST,Somerville,MA,United States,"0","29685885","429, Medford Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.39238575,-71.10024143947244","0","0","0",0.00000000000000,0.00000000000000
58 GILMAN ST,Somerville,MA,United States,"0","29642472","58;60;62;64, Gilman Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38537555,-71.09167689029394","0","0","0",0.00000000000000,0.00000000000000
12 LOVELL ST,Somerville,MA,United States,"0","29633056","12, Lovell Street, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4031586,-71.12558009596374","0","0","0",0.00000000000000,0.00000000000000
28 DEARBORN RD,Somerville,MA,United States,"0","29516904","28, Dearborn Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.404958449999995,-71.1169284","0","0","0",0.00000000000000,0.00000000000000
27 PINCKNEY ST,Somerville,MA,United States,"0","29745994","27, Pinckney Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.383132599999996,-71.0821568","0","0","0",0.00000000000000,0.00000000000000
433 MEDFORD ST,Somerville,MA,United States,"0","10127265187","The Mushroom Shoppe, 433, Medford Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",shop,greengrocer,"42.3924951,-71.1004593","0","0","0",0.00000000000000,0.00000000000000
53 PACKARD AVE,Somerville,MA,United States,"0","29790996","53, Packard Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40390385,-71.12357784469818","0","0","0",0.00000000000000,0.00000000000000
183 COLLEGE AVE,Somerville,MA,United States,"0","29708910","183, College Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4034965,-71.11685479710744","0","0","0",0.00000000000000,0.00000000000000
1 CAMERON AVE,Somerville,MA,United States,"0","29681984","1, Cameron Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02140, United States",building,apartments,"42.401087950000004,-71.12644215099098","0","0","0",0.00000000000000,0.00000000000000
44 ELM ST,Somerville,MA,United States,"0","29724241","44, Elm Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.387379300000006,-71.11519144574302","0","0","0",0.00000000000000,0.00000000000000
338 HIGHLAND AVE,Somerville,MA,United States,"0","29823462","338, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.39369875,-71.11634421392091","0","0","0",0.00000000000000,0.00000000000000
97 COLLEGE AVE,Somerville,MA,United States,"0","29723215","97, College Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,detached,"42.399225599999994,-71.11882794423963","0","0","0",0.00000000000000,0.00000000000000
42 GLENWOOD RD,Somerville,MA,United States,"0","29685232","42, Glenwood Road, Magoun Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39377605,-71.103210868366","0","0","0",0.00000000000000,0.00000000000000
577 SOMERVILLE AVE,Somerville,MA,United States,"0","29516331","577, Somerville Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38385565,-71.10846188256957","0","0","0",0.00000000000000,0.00000000000000
583 SOMERVILLE AVE,Somerville,MA,United States,"0","29585487","583, Somerville Avenue, Wilson Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3839871,-71.10863835","0","0","0",0.00000000000000,0.00000000000000
53 CURTIS AVE,Somerville,MA,United States,"0","29938207","53, Curtis Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.408314,-71.12663094999999","0","0","0",0.00000000000000,0.00000000000000
309 SUMMER ST,Somerville,MA,United States,"0","29820502","309, Summer Street, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39257805,-71.1167906","0","0","0",0.00000000000000,0.00000000000000
68 DANE ST,Somerville,MA,United States,"0","29530053","68, Dane Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3794345,-71.1040631857162","0","0","0",0.00000000000000,0.00000000000000
531 MEDFORD ST,Somerville,MA,United States,"0","302110866","531, Medford Street, Magoun Square, Somerville, Middlesex County, Massachusetts, 02145, United States",place,house,"42.39671424262498,-71.10377544224174","0","0","0",0.00000000000000,0.00000000000000
